EmployeeNumber,Age,Department,JobRole,MonthlyIncome,OverTime,JobSatisfaction,YearsAtCompany,WorkLifeBalance,PerformanceRating,YearsSinceLastPromotion,Attrition
1106,25,Research & Development,Laboratory Technician,3691,Yes,4,7,4,3,5,Yes
1107,26,Research & Development,Laboratory Technician,2377,No,3,1,2,4,0,Yes
1108,33,Research & Development,Research Scientist,2313,Yes,2,2,3,4,2,Yes
1109,42,Research & Development,Manager,17665,No,1,22,3,3,13,No
1111,28,Research & Development,Laboratory Technician,2596,No,2,1,3,3,0,Yes
1113,50,Sales,Sales Executive,4728,Yes,3,0,3,3,0,Yes
1114,33,Sales,Sales Executive,4302,No,2,3,3,3,0,No
1115,34,Research & Development,Research Scientist,2979,No,4,0,3,3,0,No
1116,48,Research & Development,Manager,16885,No,4,5,2,4,2,No
1117,45,Sales,Sales Executive,5593,No,3,15,3,3,4,No
1118,52,Research & Development,Healthcare Representative,10445,No,2,8,3,3,4,No
1119,38,Sales,Sales Executive,8740,Yes,3,8,3,3,2,No
1120,29,Research & Development,Research Scientist,2514,No,4,7,3,4,1,No
1121,28,Research & Development,Manufacturing Director,7655,No,2,9,2,3,1,No
1124,46,Sales,Manager,17465,No,3,12,3,3,4,No
1125,38,Sales,Sales Executive,7351,No,2,1,3,3,0,No
1126,43,Research & Development,Manufacturing Director,10820,No,1,8,3,3,0,No
1127,39,Research & Development,Healthcare Representative,12169,No,4,18,3,3,11,Yes
1128,40,Research & Development,Research Director,19626,No,3,20,4,3,4,No
1131,21,Research & Development,Research Scientist,2070,Yes,2,2,4,3,2,No
1132,39,Research & Development,Laboratory Technician,6782,No,2,5,2,3,0,No
1133,36,Research & Development,Manufacturing Director,7779,No,4,11,3,4,0,No
1135,31,Sales,Sales Representative,2791,No,4,2,3,3,2,No
1136,28,Research & Development,Research Scientist,3201,No,2,5,1,3,0,No
1137,35,Sales,Sales Executive,4968,No,4,5,3,3,0,No
1138,49,Sales,Sales Executive,13120,No,2,9,3,3,2,No
1140,34,Research & Development,Manufacturing Director,4033,No,3,3,2,3,0,No
1143,29,Research & Development,Research Scientist,3291,No,2,7,2,3,1,No
1148,42,Research & Development,Laboratory Technician,4272,No,4,1,3,3,0,No
1150,29,Research & Development,Manufacturing Director,5056,Yes,4,10,2,3,1,No
1152,38,Human Resources,Human Resources,2844,No,3,7,4,3,5,No
1154,28,Research & Development,Research Scientist,2703,Yes,3,3,3,3,0,No
1156,18,Research & Development,Laboratory Technician,1904,No,3,0,3,3,0,Yes
1157,33,Sales,Sales Executive,8224,Yes,1,5,3,3,0,Yes
1158,41,Research & Development,Laboratory Technician,4766,Yes,4,1,3,3,0,No
1160,31,Research & Development,Laboratory Technician,2610,No,3,2,2,3,2,Yes
1161,37,Research & Development,Healthcare Representative,5731,No,4,6,3,3,1,No
1162,27,Research & Development,Research Scientist,2539,No,3,4,3,3,2,No
1163,34,Sales,Sales Executive,5714,No,3,6,2,4,1,No
1164,35,Human Resources,Human Resources,4323,No,3,5,1,3,1,No
1165,29,Sales,Sales Executive,7336,No,1,11,1,3,3,Yes
1166,40,Research & Development,Research Director,13499,No,3,18,2,3,2,No
1167,42,Sales,Sales Executive,13758,Yes,1,21,2,3,13,Yes
1171,42,Sales,Sales Executive,5155,No,1,6,4,3,1,No
1172,35,Research & Development,Laboratory Technician,2258,No,3,8,3,3,1,No
1173,24,Research & Development,Laboratory Technician,3597,No,2,4,3,4,1,No
1175,28,Research & Development,Laboratory Technician,2515,Yes,4,1,2,3,0,Yes
1177,26,Research & Development,Laboratory Technician,4420,No,4,8,3,4,0,No
1179,30,Sales,Sales Executive,6578,No,3,10,3,3,1,No
1180,40,Research & Development,Research Scientist,4422,Yes,4,1,1,3,0,No
1182,35,Research & Development,Manufacturing Director,10274,No,2,7,4,3,6,No
1184,34,Research & Development,Healthcare Representative,5343,No,1,13,3,4,4,No
1185,35,Research & Development,Laboratory Technician,2376,No,4,2,4,3,2,No
1188,43,Sales,Sales Executive,5346,No,3,4,2,3,1,Yes
1190,32,Sales,Sales Representative,2827,No,1,1,3,3,0,No
1191,56,Research & Development,Manager,19943,No,1,5,3,3,4,No
1192,29,Research & Development,Laboratory Technician,3131,No,4,10,3,3,0,No
1193,19,Research & Development,Research Scientist,2552,No,1,1,3,4,0,No
1195,45,Research & Development,Research Scientist,4477,Yes,3,3,2,3,0,No
1196,37,Research & Development,Manufacturing Director,6474,No,4,14,2,3,3,No
1198,20,Research & Development,Laboratory Technician,3033,No,3,2,2,3,1,No
1200,44,Research & Development,Research Scientist,2936,Yes,3,6,3,3,0,Yes
1201,53,Research & Development,Manager,18606,No,3,7,3,3,4,No
1202,29,Research & Development,Research Scientist,2168,Yes,4,5,2,3,1,No
1203,22,Research & Development,Research Scientist,2853,Yes,4,0,3,3,0,Yes
1204,46,Sales,Manager,17048,No,1,26,3,4,15,No
1206,44,Research & Development,Research Scientist,2290,No,3,0,3,3,0,No
1207,33,Human Resources,Human Resources,3600,No,3,5,3,3,1,No
1210,41,Research & Development,Research Scientist,2107,No,1,1,1,3,0,Yes
1211,30,Sales,Sales Executive,4115,No,1,4,3,3,0,No
1212,40,Sales,Sales Executive,4327,No,2,0,3,3,0,No
1215,50,Research & Development,Manager,17856,No,1,2,3,4,2,No
1216,28,Research & Development,Laboratory Technician,3196,No,1,6,3,3,3,No
1217,46,Research & Development,Research Director,19081,No,2,4,3,3,0,No
1218,35,Sales,Sales Executive,8966,Yes,1,7,3,3,1,No
1219,24,Research & Development,Laboratory Technician,2210,No,2,1,1,3,0,Yes
1220,33,Sales,Sales Executive,4539,No,3,10,2,3,0,No
1221,36,Research & Development,Laboratory Technician,2741,No,3,7,3,3,1,No
1224,30,Research & Development,Laboratory Technician,3491,No,3,10,2,3,8,No
1225,44,Research & Development,Research Scientist,4541,No,4,20,3,4,13,No
1226,20,Sales,Sales Representative,2678,No,4,2,3,3,2,No
1228,46,Research & Development,Manufacturing Director,7379,No,4,6,2,3,1,No
1231,42,Human Resources,Human Resources,6272,No,1,4,4,3,0,No
1233,60,Sales,Sales Executive,5220,Yes,4,11,3,3,1,No
1234,32,Research & Development,Laboratory Technician,2743,No,2,2,3,4,2,No
1235,32,Research & Development,Research Scientist,4998,Yes,3,8,3,3,0,No
1237,36,Research & Development,Manufacturing Director,10252,Yes,1,7,3,4,7,No
1238,33,Research & Development,Research Scientist,2781,No,4,14,3,3,4,No
1239,40,Sales,Sales Executive,6852,No,2,5,4,3,1,No
1240,25,Sales,Sales Executive,4950,No,4,4,3,3,1,No
1241,30,Research & Development,Research Scientist,3579,Yes,2,11,3,4,5,No
1242,42,Research & Development,Research Director,13191,Yes,1,1,3,3,0,No
1243,35,Sales,Sales Executive,10377,Yes,4,13,2,3,4,No
1244,27,Research & Development,Research Scientist,2235,Yes,1,9,2,3,6,No
1245,54,Research & Development,Manufacturing Director,10502,No,3,5,1,3,1,No
1246,44,Research & Development,Research Scientist,2011,No,4,10,3,3,7,No
1248,19,Research & Development,Research Scientist,1859,Yes,2,1,4,4,0,Yes
1249,29,Research & Development,Research Scientist,3760,No,4,3,3,3,1,No
1250,54,Research & Development,Research Director,17779,No,4,10,3,3,0,No
1251,31,Research & Development,Healthcare Representative,6833,Yes,1,6,2,3,0,No
1252,31,Research & Development,Healthcare Representative,6812,No,1,10,3,3,1,No
1254,59,Sales,Sales Executive,5171,No,4,6,3,3,0,No
1255,43,Research & Development,Research Director,19740,No,4,8,3,3,0,No
1256,49,Research & Development,Manager,18711,No,3,1,4,3,0,No
1257,36,Research & Development,Research Scientist,3692,No,2,11,2,3,0,No
1258,48,Research & Development,Laboratory Technician,2559,No,2,1,2,3,0,No
1259,27,Research & Development,Research Scientist,2517,No,3,5,3,3,0,No
1260,29,Research & Development,Healthcare Representative,6623,Yes,4,6,3,3,1,No
1263,48,Research & Development,Research Director,18265,No,4,1,4,3,0,No
1264,29,Research & Development,Research Director,16124,No,4,7,2,3,1,No
1265,34,Research & Development,Research Scientist,2585,No,3,1,2,3,0,No
1267,44,Sales,Manager,18213,No,2,22,3,3,3,No
1268,33,Sales,Sales Executive,8380,Yes,3,9,3,3,0,No
1269,19,Research & Development,Research Scientist,2994,Yes,4,1,3,3,0,No
1270,23,Research & Development,Research Scientist,1223,No,3,1,3,4,0,No
1273,25,Sales,Sales Representative,1118,Yes,4,1,3,3,1,Yes
1275,26,Research & Development,Research Scientist,2875,Yes,4,8,2,4,2,No
1277,45,Sales,Manager,18824,Yes,2,24,3,3,1,Yes
1278,55,Research & Development,Healthcare Representative,13577,Yes,2,33,3,3,15,No
1279,21,Research & Development,Laboratory Technician,2625,No,3,2,1,4,2,Yes
1280,46,Sales,Manager,18789,No,2,11,3,3,0,No
1281,34,Sales,Sales Executive,4538,Yes,1,3,3,3,0,No
1282,51,Sales,Manager,19847,Yes,2,29,2,4,11,No
1283,59,Research & Development,Manufacturing Director,10512,No,4,9,2,3,5,No
1285,34,Research & Development,Laboratory Technician,4444,No,2,11,4,3,5,No
1286,28,Research & Development,Laboratory Technician,2154,Yes,3,4,2,3,0,No
1288,44,Research & Development,Manager,19190,No,1,25,2,3,14,No
1289,34,Human Resources,Human Resources,4490,No,2,10,4,3,1,No
1291,35,Research & Development,Research Scientist,3506,Yes,3,3,3,3,2,No
1292,42,Research & Development,Research Scientist,2372,Yes,2,1,3,3,0,No
1293,43,Sales,Sales Executive,10231,No,4,21,4,3,15,No
1294,36,Research & Development,Manufacturing Director,5410,Yes,2,16,3,3,5,No
1295,44,Research & Development,Healthcare Representative,7978,No,4,10,3,3,0,Yes
1296,28,Research & Development,Laboratory Technician,3867,Yes,4,2,3,3,2,No
1297,51,Research & Development,Laboratory Technician,2838,No,3,7,2,3,7,No
1298,30,Research & Development,Manufacturing Director,4695,Yes,3,8,3,3,1,No
1299,29,Research & Development,Laboratory Technician,3339,Yes,3,7,3,3,7,Yes
1301,28,Research & Development,Research Scientist,2080,No,1,3,2,3,1,No
1303,25,Research & Development,Research Scientist,2096,No,2,2,2,3,2,No
1304,32,Sales,Sales Executive,6209,No,4,10,4,3,0,No
1306,45,Research & Development,Manager,18061,No,2,0,3,4,0,No
1307,39,Research & Development,Manager,17123,Yes,2,19,3,3,15,No
1308,58,Research & Development,Research Scientist,2372,No,3,2,3,3,2,No
1309,32,Research & Development,Laboratory Technician,4883,No,3,10,3,3,1,Yes
1310,39,Research & Development,Research Scientist,3904,No,1,5,3,3,0,Yes
1311,30,Research & Development,Laboratory Technician,4627,No,4,9,3,3,6,No
1312,36,Research & Development,Healthcare Representative,7094,No,3,7,3,3,1,No
1314,46,Human Resources,Human Resources,3423,No,1,7,4,3,5,No
1315,28,Research & Development,Laboratory Technician,6674,No,4,9,3,3,7,No
1317,50,Research & Development,Research Director,16880,Yes,1,3,3,3,1,No
1318,40,Sales,Sales Executive,9094,Yes,2,5,3,3,1,Yes
1319,52,Sales,Sales Executive,8446,Yes,2,8,2,3,7,Yes
1321,30,Research & Development,Manager,11916,Yes,1,9,3,4,0,No
1322,39,Research & Development,Manufacturing Director,4534,No,3,8,3,3,1,No
1324,31,Sales,Sales Executive,9852,Yes,3,10,2,3,9,No
1329,41,Sales,Sales Executive,6151,No,2,19,3,3,11,No
1331,31,Sales,Sales Representative,2302,Yes,2,3,4,3,2,Yes
1333,44,Research & Development,Laboratory Technician,2362,No,1,3,4,3,1,Yes
1334,42,Research & Development,Manager,17861,Yes,3,20,2,3,2,No
1336,55,Research & Development,Manager,19187,No,3,19,3,3,9,No
1338,56,Human Resources,Manager,19717,No,2,7,3,3,7,No
1340,40,Research & Development,Research Scientist,3544,No,3,4,3,3,0,No
1344,34,Research & Development,Healthcare Representative,8500,No,4,9,2,3,1,No
1346,40,Research & Development,Research Scientist,4661,No,4,9,3,3,8,No
1349,41,Sales,Sales Executive,4103,No,1,9,3,3,1,No
1350,35,Research & Development,Research Scientist,4249,Yes,3,9,3,3,1,No
1352,51,Human Resources,Manager,14026,Yes,2,33,3,3,0,No
1355,38,Sales,Sales Executive,6893,No,1,7,3,3,1,No
1356,34,Sales,Sales Executive,6125,No,1,10,4,3,9,No
1358,25,Research & Development,Laboratory Technician,3669,No,4,3,2,3,1,No
1360,58,Research & Development,Manufacturing Director,10008,Yes,1,10,2,3,5,Yes
1361,40,Research & Development,Laboratory Technician,2387,No,2,4,3,4,0,No
1362,36,Sales,Sales Executive,4639,No,1,15,2,3,6,No
1363,48,Research & Development,Manufacturing Director,7898,No,4,10,3,3,0,No
1364,27,Sales,Sales Representative,2534,No,4,1,3,3,0,No
1367,51,Research & Development,Manufacturing Director,13142,No,2,5,2,3,0,No
1368,18,Research & Development,Laboratory Technician,1611,No,4,0,4,3,0,No
1369,35,Research & Development,Laboratory Technician,5363,No,4,9,3,3,0,No
1371,27,Sales,Sales Executive,5071,No,4,6,3,4,0,No
1372,55,Sales,Sales Executive,13695,Yes,3,19,2,3,3,Yes
1373,56,Research & Development,Manufacturing Director,13402,Yes,2,19,3,3,15,No
1374,34,Research & Development,Research Scientist,2029,No,3,5,3,4,0,No
1375,40,Research & Development,Healthcare Representative,6377,No,3,12,3,4,11,No
1377,34,Research & Development,Laboratory Technician,5429,No,3,8,3,3,7,No
1379,31,Sales,Sales Representative,2785,No,4,1,4,3,0,Yes
1380,35,Sales,Sales Executive,4614,Yes,3,4,2,3,3,Yes
1382,38,Research & Development,Research Scientist,2610,No,3,4,3,3,0,No
1383,34,Research & Development,Healthcare Representative,6687,No,4,14,4,3,4,No
1387,28,Sales,Sales Executive,4724,No,1,5,3,3,0,No
1389,31,Research & Development,Manufacturing Director,6179,Yes,3,10,2,3,6,Yes
1390,39,Sales,Sales Executive,6120,Yes,4,5,4,3,1,No
1391,51,Sales,Sales Executive,10596,No,2,4,3,3,3,No
1392,41,Research & Development,Research Scientist,5467,Yes,4,6,2,3,3,No
1394,37,Research & Development,Research Scientist,2996,Yes,3,6,3,3,1,No
1395,33,Sales,Sales Executive,9998,No,4,5,4,3,1,No
1396,32,Sales,Sales Executive,4078,Yes,2,3,2,3,1,No
1397,39,Research & Development,Healthcare Representative,10920,No,3,6,3,4,0,No
1399,25,Sales,Sales Executive,6232,No,3,3,2,3,1,No
1401,52,Research & Development,Manufacturing Director,13247,Yes,3,5,2,3,0,No
1402,43,Research & Development,Research Scientist,4081,Yes,3,20,1,3,1,No
1403,27,Sales,Sales Executive,5769,Yes,4,6,3,3,4,No
1405,27,Research & Development,Research Scientist,2394,Yes,3,8,3,3,7,Yes
1407,26,Research & Development,Research Scientist,3904,No,4,4,3,3,1,No
1408,42,Human Resources,Manager,16799,No,1,20,3,3,0,No
1409,52,Research & Development,Laboratory Technician,2950,No,1,5,1,3,0,No
1411,37,Research & Development,Laboratory Technician,3629,No,3,3,3,3,0,No
1412,35,Research & Development,Manufacturing Director,9362,No,4,2,3,3,2,No
1415,25,Research & Development,Laboratory Technician,3229,No,4,3,2,3,0,No
1417,26,Research & Development,Laboratory Technician,3578,No,1,7,3,3,0,No
1419,29,Human Resources,Human Resources,7988,No,1,10,2,3,0,No
1420,49,Research & Development,Laboratory Technician,4284,No,1,4,3,4,1,Yes
1421,29,Research & Development,Healthcare Representative,7553,Yes,4,8,3,3,7,Yes
1422,54,Research & Development,Research Director,17328,No,4,20,2,3,12,No
1423,58,Research & Development,Research Director,19701,Yes,1,9,3,4,1,No
1424,55,Research & Development,Research Director,14732,No,4,7,4,3,0,No
1425,36,Sales,Sales Executive,9278,Yes,2,5,3,3,0,No
1427,31,Sales,Sales Representative,1359,No,3,1,3,3,0,Yes
1428,30,Sales,Sales Executive,4779,No,1,3,3,3,0,No
1430,31,Research & Development,Research Director,16422,No,2,3,4,3,1,No
1431,34,Research & Development,Research Scientist,2996,No,1,4,3,3,1,No
1433,31,Research & Development,Research Scientist,1261,No,2,1,4,3,0,Yes
1434,27,Research & Development,Laboratory Technician,2099,No,1,5,4,3,1,No
1435,36,Research & Development,Laboratory Technician,5810,No,4,10,2,3,1,No
1436,36,Sales,Sales Executive,5647,No,1,3,2,3,0,No
1438,47,Research & Development,Research Scientist,3420,No,4,6,2,3,1,No
1439,25,Sales,Sales Representative,4400,No,1,3,3,3,2,Yes
1440,37,Research & Development,Laboratory Technician,3500,No,3,6,1,3,1,No
1441,56,Research & Development,Research Scientist,2066,No,1,3,4,4,1,No
1443,47,Research & Development,Research Director,17169,No,3,20,4,3,5,No
1445,24,Sales,Sales Executive,4162,Yes,3,5,3,3,0,No
1446,32,Sales,Sales Executive,9204,No,4,4,2,3,0,No
1447,34,Research & Development,Laboratory Technician,3294,No,2,5,2,3,0,No
1448,41,Research & Development,Research Scientist,2127,Yes,3,4,2,3,0,No
1449,40,Research & Development,Laboratory Technician,3975,No,3,8,4,3,0,No
1453,31,Sales,Sales Executive,10793,No,4,13,3,3,9,No
1457,46,Sales,Sales Executive,10096,No,4,7,4,3,4,Yes
1458,39,Research & Development,Laboratory Technician,3646,Yes,1,1,4,4,0,Yes
1459,31,Research & Development,Manufacturing Director,7446,No,2,10,3,3,4,Yes
1460,45,Research & Development,Healthcare Representative,10851,Yes,1,7,3,3,0,No
1461,31,Human Resources,Human Resources,2109,No,2,3,3,3,0,No
1464,31,Research & Development,Laboratory Technician,3722,Yes,4,2,1,3,2,Yes
1465,45,Research & Development,Manufacturing Director,9380,Yes,4,3,4,3,1,No
1466,48,Sales,Sales Executive,5486,No,1,2,3,3,2,No
1467,34,Human Resources,Human Resources,2742,No,3,2,3,3,2,Yes
1468,40,Research & Development,Research Director,13757,No,2,9,3,3,4,No
1469,28,Sales,Sales Executive,8463,No,1,5,3,3,1,No
1471,44,Research & Development,Laboratory Technician,3162,No,3,5,3,3,0,No
1472,53,Research & Development,Research Director,16598,No,2,9,2,3,8,No
1473,49,Research & Development,Healthcare Representative,6651,No,3,3,2,3,1,No
1474,40,Research & Development,Research Scientist,2345,No,3,3,4,3,1,No
1475,44,Research & Development,Research Scientist,3420,No,2,5,2,3,1,No
1477,33,Sales,Sales Executive,4373,No,1,4,3,3,0,No
1478,34,Sales,Sales Executive,4759,No,1,13,3,3,3,No
1479,30,Sales,Sales Executive,5301,No,3,2,2,3,2,No
1480,42,Research & Development,Laboratory Technician,3673,No,4,12,3,3,5,No
1481,44,Sales,Sales Executive,4768,No,3,1,2,3,0,No
1482,30,Research & Development,Research Scientist,1274,No,3,1,2,3,0,No
1483,57,Research & Development,Research Scientist,4900,No,3,12,2,4,2,No
1484,49,Research & Development,Healthcare Representative,10466,No,2,8,3,3,0,No
1485,34,Research & Development,Research Director,17007,No,1,14,2,3,6,No
1486,28,Sales,Sales Representative,2909,No,3,3,4,3,1,Yes
1487,29,Sales,Sales Executive,5765,No,2,5,1,3,0,Yes
1489,34,Sales,Sales Executive,4599,Yes,2,15,4,4,10,Yes
1492,35,Sales,Sales Representative,2404,No,3,1,3,3,0,No
1494,24,Research & Development,Laboratory Technician,3172,Yes,1,0,2,3,0,Yes
1495,24,Sales,Sales Representative,2033,No,2,1,3,3,0,No
1496,44,Research & Development,Manufacturing Director,10209,Yes,3,2,2,3,2,No
1497,29,Sales,Sales Executive,8620,No,3,10,3,3,0,No
1499,30,Human Resources,Human Resources,2064,No,3,5,4,4,1,No
1501,55,Research & Development,Healthcare Representative,4035,Yes,3,3,3,3,1,No
1502,33,Research & Development,Laboratory Technician,3838,No,2,5,3,3,0,No
1503,47,Sales,Sales Executive,4591,Yes,3,5,2,3,1,No
1504,28,Research & Development,Laboratory Technician,2561,No,1,0,2,3,0,Yes
1506,28,Research & Development,Research Scientist,1563,No,3,1,1,3,0,No
1507,28,Sales,Sales Executive,4898,No,1,4,3,3,1,No
1509,49,Research & Development,Laboratory Technician,4789,No,1,3,3,4,1,No
1513,29,Research & Development,Laboratory Technician,3180,No,2,3,3,3,0,No
1514,28,Research & Development,Manufacturing Director,6549,No,2,8,2,3,1,No
1515,33,Research & Development,Healthcare Representative,6388,Yes,3,0,3,3,0,No
1516,32,Research & Development,Manager,11244,No,4,5,4,4,0,No
1520,54,Research & Development,Manager,16032,No,4,14,3,4,1,No
1522,29,Research & Development,Research Scientist,2362,No,1,9,1,3,0,Yes
1523,44,Research & Development,Research Director,16328,No,1,20,4,3,14,No
1525,39,Research & Development,Manufacturing Director,8376,No,2,2,3,3,2,No
1527,46,Sales,Manager,16606,No,2,13,4,3,5,No
1529,35,Research & Development,Healthcare Representative,8606,No,2,11,1,3,3,No
1533,23,Research & Development,Laboratory Technician,2272,No,3,4,3,3,1,No
1534,40,Research & Development,Laboratory Technician,2018,No,1,5,1,3,1,Yes
1535,34,Sales,Sales Executive,7083,Yes,3,10,3,3,8,No
1537,31,Research & Development,Research Scientist,4084,No,3,7,1,3,7,Yes
1539,50,Research & Development,Research Director,14411,Yes,4,32,3,3,13,No
1541,34,Sales,Sales Representative,2308,Yes,3,11,3,4,5,No
1542,42,Research & Development,Laboratory Technician,4841,No,2,1,3,3,0,No
1543,37,Research & Development,Research Scientist,4285,No,4,10,3,3,3,No
1544,29,Research & Development,Healthcare Representative,9715,No,1,7,3,3,0,No
1545,33,Research & Development,Manufacturing Director,4320,No,2,5,3,3,0,No
1546,45,Research & Development,Research Scientist,2132,No,4,5,3,4,0,No
1547,42,Research & Development,Healthcare Representative,10124,Yes,4,20,1,3,13,No
1548,40,Sales,Sales Executive,5473,No,1,8,4,3,7,No
1549,33,Research & Development,Laboratory Technician,5207,Yes,3,15,3,3,5,No
1550,40,Human Resources,Manager,16437,Yes,4,21,3,4,7,No
1551,24,Research & Development,Laboratory Technician,2296,No,1,1,3,3,0,No
1552,40,Research & Development,Healthcare Representative,4069,Yes,4,2,3,3,2,No
1553,45,Research & Development,Healthcare Representative,7441,No,2,10,3,3,7,No
1554,35,Sales,Sales Representative,2430,No,3,5,3,4,4,No
1555,32,Research & Development,Research Scientist,5878,No,2,7,3,3,2,No
1556,36,Sales,Sales Representative,2644,Yes,4,3,2,4,1,No
1557,48,Sales,Sales Executive,6439,No,3,8,3,3,7,No
1558,29,Research & Development,Research Scientist,2451,No,3,1,2,3,0,No
1560,33,Sales,Sales Executive,6392,No,1,2,1,3,2,No
1562,30,Sales,Sales Executive,9714,No,1,10,3,3,6,Yes
1563,38,Human Resources,Human Resources,6077,No,3,6,3,3,1,No
1564,35,Research & Development,Laboratory Technician,2450,No,1,3,3,3,1,No
1568,30,Sales,Sales Executive,9250,No,2,4,3,3,1,No
1569,35,Research & Development,Laboratory Technician,2074,Yes,1,1,3,3,0,Yes
1572,53,Research & Development,Manufacturing Director,10169,No,4,33,3,3,1,Yes
1573,38,Research & Development,Manufacturing Director,4855,No,2,5,3,3,1,Yes
1574,32,Research & Development,Research Scientist,4087,No,1,6,2,3,1,No
1576,48,Research & Development,Research Scientist,2367,No,1,8,2,3,7,No
1577,34,Research & Development,Research Scientist,2972,No,4,1,1,3,0,No
1578,55,Sales,Manager,19586,No,4,36,3,4,2,No
1580,34,Research & Development,Research Scientist,5484,No,4,2,2,3,2,No
1581,26,Research & Development,Research Scientist,2061,No,4,1,3,4,0,No
1582,38,Sales,Sales Executive,9924,No,2,9,3,3,7,No
1583,38,Sales,Sales Executive,4198,No,2,3,4,3,1,No
1585,36,Sales,Sales Executive,6815,No,3,1,3,3,0,No
1586,29,Research & Development,Laboratory Technician,4723,Yes,1,10,3,3,1,No
1587,35,Research & Development,Healthcare Representative,6142,Yes,3,5,3,3,0,No
1588,39,Sales,Sales Executive,8237,No,3,7,3,3,7,No
1590,29,Research & Development,Healthcare Representative,8853,No,4,6,4,3,1,No
1591,50,Sales,Manager,19331,Yes,3,1,3,3,0,No
1592,23,Research & Development,Research Scientist,2073,No,3,2,3,3,2,No
1594,36,Research & Development,Laboratory Technician,5562,Yes,1,3,3,3,0,No
1595,42,Research & Development,Manager,19613,No,4,1,3,4,0,No
1596,35,Research & Development,Laboratory Technician,3407,No,3,10,2,3,6,No
1597,34,Research & Development,Healthcare Representative,5063,No,3,8,2,3,7,No
1598,40,Sales,Sales Executive,4639,No,1,5,3,3,1,No
1599,43,Research & Development,Laboratory Technician,4876,No,2,6,3,3,0,No
1601,35,Research & Development,Laboratory Technician,2690,No,4,1,2,3,0,No
1602,46,Sales,Manager,17567,No,1,26,1,3,0,No
1604,28,Research & Development,Laboratory Technician,2408,Yes,2,1,3,3,0,Yes
1605,22,Research & Development,Research Scientist,2814,Yes,3,4,2,3,1,No
1606,50,Research & Development,Healthcare Representative,11245,Yes,3,30,3,3,12,No
1607,32,Research & Development,Research Scientist,3312,No,4,3,3,3,0,No
1608,44,Research & Development,Research Director,19049,Yes,4,22,2,3,1,No
1609,30,Research & Development,Research Scientist,2141,No,2,6,2,3,1,No
1611,45,Research & Development,Laboratory Technician,5769,Yes,1,10,3,3,1,No
1612,45,Sales,Sales Executive,4385,No,1,10,3,3,4,No
1613,31,Sales,Sales Executive,5332,No,1,5,3,3,0,No
1614,36,Research & Development,Manufacturing Director,4663,Yes,3,3,3,3,1,No
1615,34,Research & Development,Manufacturing Director,4724,No,4,9,3,3,7,No
1617,49,Research & Development,Laboratory Technician,3211,No,1,9,2,3,1,No
1618,39,Research & Development,Manufacturing Director,5377,No,1,7,3,3,7,No
1619,27,Research & Development,Laboratory Technician,4066,No,1,7,3,3,0,No
1621,35,Research & Development,Research Scientist,5208,No,1,16,3,3,1,No
1622,28,Research & Development,Manufacturing Director,4877,No,1,5,2,4,0,No
1623,21,Research & Development,Research Scientist,3117,No,4,2,3,3,2,No
1624,18,Sales,Sales Representative,1569,Yes,4,0,4,3,0,Yes
1625,47,Human Resources,Manager,19658,No,3,5,3,3,1,No
1627,39,Research & Development,Laboratory Technician,3069,No,3,10,3,3,0,No
1628,40,Research & Development,Manufacturing Director,10435,No,3,18,3,3,14,No
1630,35,Research & Development,Healthcare Representative,4148,No,3,14,3,3,2,No
1631,37,Research & Development,Manufacturing Director,5768,No,3,4,2,3,0,No
1633,39,Research & Development,Manufacturing Director,5042,No,3,9,1,3,3,No
1635,45,Research & Development,Manufacturing Director,5770,No,4,10,3,3,3,No
1638,38,Research & Development,Manufacturing Director,7756,Yes,3,5,4,3,0,No
1639,35,Sales,Sales Executive,10306,No,1,13,3,3,6,Yes
1640,37,Research & Development,Research Scientist,3936,No,2,8,1,3,7,No
1641,40,Research & Development,Manufacturing Director,7945,Yes,4,4,2,3,3,No
1642,44,Human Resources,Human Resources,5743,Yes,4,10,3,3,0,No
1644,48,Research & Development,Manager,15202,No,4,2,3,4,2,No
1645,35,Sales,Sales Executive,5440,Yes,4,2,2,3,2,Yes
1646,24,Research & Development,Research Scientist,3760,Yes,4,6,3,3,1,No
1647,27,Research & Development,Research Scientist,3517,No,3,3,3,3,0,No
1648,27,Research & Development,Research Scientist,2580,No,4,4,2,3,1,No
1649,40,Research & Development,Laboratory Technician,2166,Yes,1,4,1,3,0,Yes
1650,29,Sales,Sales Executive,5869,No,3,5,3,3,1,No
1651,36,Research & Development,Healthcare Representative,8008,No,1,3,3,3,0,No
1653,25,Research & Development,Manufacturing Director,5206,No,3,7,3,3,0,No
1654,39,Research & Development,Manufacturing Director,5295,No,2,5,3,4,1,No
1655,49,Research & Development,Research Director,16413,No,2,4,3,3,1,No
1656,50,Research & Development,Research Director,13269,No,1,14,3,3,1,No
1657,20,Sales,Sales Representative,2783,No,3,2,3,3,2,No
1658,34,Research & Development,Research Scientist,5433,No,2,11,3,3,7,No
1659,36,Research & Development,Laboratory Technician,2013,No,2,4,3,3,1,No
1661,49,Research & Development,Healthcare Representative,13966,Yes,3,15,3,3,2,No
1662,36,Research & Development,Manufacturing Director,4374,No,3,3,3,3,1,No
1664,36,Research & Development,Healthcare Representative,6842,No,1,5,3,4,0,No
1665,54,Research & Development,Manager,17426,No,3,10,3,4,4,No
